WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:XASX:BHP,BHP GROUP LTD,AU000000BHP4,COMMON_STOCK,Australia,BHP,ASX,XASX,AUD,BHP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CMM,CAPRICORN METALS LTD DEF,AU000000CMM9,COMMON_STOCK,Australia,CMM,ASX,XASX,AUD,CMM.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:JBH,JB HI-FI LTD,AU000000JBH7,COMMON_STOCK,Australia,JBH,ASX,XASX,AUD,JBH.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:WHC,WHITEHAVEN COAL,AU000000WHC8,COMMON_STOCK,Australia,WHC,ASX,XASX,AUD,WHC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:RRL,REGIS RESOURCES,AU000000RRL8,COMMON_STOCK,Australia,RRL,ASX,XASX,AUD,RRL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SDF,STEADFAST GROUP LTD,AU000000SDF8,COMMON_STOCK,Australia,SDF,ASX,XASX,AUD,SDF.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:AZJ,AURIZON HOLDINGS,AU000000AZJ1,COMMON_STOCK,Australia,AZJ,ASX,XASX,AUD,AZJ.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:AMP,AMP LTD,AU000000AMP6,COMMON_STOCK,Australia,AMP,ASX,XASX,AUD,AMP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BEN,BENDIGO AND ADELAIDE BANK,AU000000BEN6,COMMON_STOCK,Australia,BEN,ASX,XASX,AUD,BEN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:HUB,HUB24,AU000000HUB4,COMMON_STOCK,Australia,HUB,ASX,XASX,AUD,HUB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:GGP,GREATLAND RESOURCES LTD,AU0000397705,COMMON_STOCK,Australia,GGP,ASX,XASX,AUD,GGP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ANN,ANSELL,AU000000ANN9,COMMON_STOCK,Australia,ANN,ASX,XASX,AUD,ANN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:WGX,WESTGOLD RESOURCES,AU000000WGX6,COMMON_STOCK,Australia,WGX,ASX,XASX,AUD,WGX.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:IGO,IGO,AU000000IGO4,COMMON_STOCK,Australia,IGO,ASX,XASX,AUD,IGO.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CWY,CLEANAWAY WASTE MANAGEMENT,AU000000CWY3,COMMON_STOCK,Australia,CWY,ASX,XASX,AUD,CWY.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CDA,CODAN,AU000000CDA3,COMMON_STOCK,Australia,CDA,ASX,XASX,AUD,CDA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:CGF,CHALLENGER,AU000000CGF5,COMMON_STOCK,Australia,CGF,ASX,XASX,AUD,CGF.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:AGL,AGL ENERGY LTD,AU000000AGL7,COMMON_STOCK,Australia,AGL,ASX,XASX,AUD,AGL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PDN,PALADIN ENERGY LTD,AU000000PDN8,COMMON_STOCK,Australia,PDN,ASX,XASX,AUD,PDN.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:EDV,ENDEAVOUR GROUP LTD,AU0000154833,COMMON_STOCK,Australia,EDV,ASX,XASX,AUD,EDV.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SEK,SEEK,AU000000SEK6,COMMON_STOCK,Australia,SEK,ASX,XASX,AUD,SEK.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:TLX,TELIX PHARMACEUTICALS,AU000000TLX2,COMMON_STOCK,Australia,TLX,ASX,XASX,AUD,TLX.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:VNT,VENTIA SERVICES GROUP LTD,AU0000184459,COMMON_STOCK,Australia,VNT,ASX,XASX,AUD,VNT.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:WOR,WORLEY,AU000000WOR2,COMMON_STOCK,Australia,WOR,ASX,XASX,AUD,WOR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BOQ,BANK OF QUEENSLAND,AU000000BOQ8,COMMON_STOCK,Australia,BOQ,ASX,XASX,AUD,BOQ.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:TWE,TREASURY WINE ESTATES LTD,AU000000TWE9,COMMON_STOCK,Australia,TWE,ASX,XASX,AUD,TWE.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:WAF,WEST AFRICAN RESOURCES LTD,AU000000WAF6,COMMON_STOCK,Australia,WAF,ASX,XASX,AUD,WAF.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DOW,DOWNER EDI,AU000000DOW2,COMMON_STOCK,Australia,DOW,ASX,XASX,AUD,DOW.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:APE,EAGERS AUTOMOTIVE,AU000000APE3,COMMON_STOCK,Australia,APE,ASX,XASX,AUD,APE.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:EMR,EMERALD RESOURCES,AU000000EMR4,COMMON_STOCK,Australia,EMR,ASX,XASX,AUD,EMR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SGM,SIMS,AU000000SGM7,COMMON_STOCK,Australia,SGM,ASX,XASX,AUD,SGM.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MP1,MEGAPORT,AU000000MP15,COMMON_STOCK,Australia,MP1,ASX,XASX,AUD,MP1.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:AUB,AUB GROUP LTD,AU000000AUB9,COMMON_STOCK,Australia,AUB,ASX,XASX,AUD,AUB.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:REH,REECE,AU000000REH4,COMMON_STOCK,Australia,REH,ASX,XASX,AUD,REH.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NWH,NRW HOLDINGS,AU000000NWH5,COMMON_STOCK,Australia,NWH,ASX,XASX,AUD,NWH.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:VEA,VIVA ENERGY GROUP,AU0000016875,COMMON_STOCK,Australia,VEA,ASX,XASX,AUD,VEA.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MTS,METCASH,AU000000MTS0,COMMON_STOCK,Australia,MTS,ASX,XASX,AUD,MTS.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NHF,NIB HOLDINGS LTD,AU000000NHF0,COMMON_STOCK,Australia,NHF,ASX,XASX,AUD,NHF.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BRG,BREVILLE GROUP,AU000000BRG2,COMMON_STOCK,Australia,BRG,ASX,XASX,AUD,BRG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NHC,NEW HOPE CORPORATION LTD,AU000000NHC7,COMMON_STOCK,Australia,NHC,ASX,XASX,AUD,NHC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:RWC,RELIANCE WORLDWIDE CORPORATION,AU000000RWC7,COMMON_STOCK,Australia,RWC,ASX,XASX,AUD,RWC.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:RSG,RESOLUTE MINING,AU000000RSG6,COMMON_STOCK,Australia,RSG,ASX,XASX,AUD,RSG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ZIP,ZIP CO,AU0000218307,COMMON_STOCK,Australia,ZIP,ASX,XASX,AUD,ZIP.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:ILU,ILUKA RESOURCES,AU000000ILU1,COMMON_STOCK,Australia,ILU,ASX,XASX,AUD,ILU.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:MND,MONADELPHOUS GROUP,AU000000MND5,COMMON_STOCK,Australia,MND,ASX,XASX,AUD,MND.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:PNI,PINNACLE INVESTMENT MANAGEMENT GRO,AU000000PNI7,COMMON_STOCK,Australia,PNI,ASX,XASX,AUD,PNI.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:LTR,LIONTOWN LTD,AU000000LTR4,COMMON_STOCK,Australia,LTR,ASX,XASX,AUD,LTR.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:DBI,DALRYMPLE BAY INFRASTRUCTURE STAPL,AU0000120628,COMMON_STOCK,Australia,DBI,ASX,XASX,AUD,DBI.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:NWL,NETWEALTH GROUP LTD,AU000000NWL7,COMMON_STOCK,Australia,NWL,ASX,XASX,AUD,NWL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:BGL,BELLEVUE GOLD,AU0000019374,COMMON_STOCK,Australia,BGL,ASX,XASX,AUD,BGL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:SRG,SRG LTD,AU0000032914,COMMON_STOCK,Australia,SRG,ASX,XASX,AUD,SRG.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
WS:XASX:YAL,YANCOAL AUSTRALIA LTD,AU000000YAL0,COMMON_STOCK,Australia,YAL,ASX,XASX,AUD,YAL.AX,,AU_SP_ASX200,AU_SP_ASX200,TRUE,ACTIVE_VERIFIED,EVIDENCE_CANDIDATE_APPLIED,SCALABLE_NOT_VERIFIED,AU1_EVIDENCE_ADMISSION_GATE,2026-09-03,2026-09-05T19:05:35Z,,AU-1 S&P/ASX 200 Ordinary; local sealed INTEGRATION_READY sha256 2921df416aeb33dd; Evidence Gate; not origin sidecar
